"","datazone","year","crime_count","crime_rate","school_leaver_other_rate","school_leaver_pos_rate","simd","simd_decile","simd_quintile"
"13921","S01000911",2008,8,84,7.7,92.300003,NA,NA,NA
"13922","S01000912",2008,10,138,11.1,88.900002,NA,NA,NA
"13923","S01000913",2008,9,129,0,100,NA,NA,NA
"13924","S01000914",2008,NA,NA,28.6,71.400002,NA,NA,NA
"13925","S01000915",2008,27,282,16.7,83.300003,NA,NA,NA
"13926","S01000916",2008,8,80,0,100,NA,NA,NA
"13927","S01000917",2008,9,138,12.5,87.5,NA,NA,NA
"13928","S01000918",2008,18,277,71.4,28.6,NA,NA,NA
"13929","S01000919",2008,6,98,25,75,NA,NA,NA
"13930","S01000920",2008,NA,NA,0,100,NA,NA,NA
"13931","S01000921",2008,18,260,0,100,NA,NA,NA
"13932","S01000922",2008,13,152,15.4,84.599998,NA,NA,NA
"13933","S01000923",2008,15,204,22.2,77.800003,NA,NA,NA
"13934","S01000924",2008,24,304,8.3,91.699997,NA,NA,NA
"13935","S01000925",2008,18,188,12.5,87.5,NA,NA,NA
"13936","S01000926",2008,19,236,22.2,77.800003,NA,NA,NA
"13937","S01000927",2008,48,530,7.1,92.900002,NA,NA,NA
"13938","S01000928",2008,27,272,33.3,66.699997,NA,NA,NA
"13939","S01000929",2008,52,1106,0,100,NA,NA,NA
"13940","S01000930",2008,95,1231,20,80,NA,NA,NA
"13941","S01000931",2008,22,331,14.3,85.699997,NA,NA,NA
"13942","S01000932",2008,33,322,22.2,77.800003,NA,NA,NA
"13943","S01000933",2008,289,3364,0,100,NA,NA,NA
"13944","S01000934",2008,203,2076,15.4,84.599998,NA,NA,NA
"13945","S01000935",2008,17,200,16.7,83.300003,NA,NA,NA
"13946","S01000936",2008,35,396,7.7,92.300003,NA,NA,NA
"13947","S01000937",2008,57,1061,0,100,NA,NA,NA
"13948","S01000938",2008,12,159,0,100,NA,NA,NA
"13949","S01000939",2008,NA,NA,0,100,NA,NA,NA
"13950","S01000940",2008,25,288,0,100,NA,NA,NA
"13951","S01000941",2008,6,122,20,80,NA,NA,NA
"13952","S01000942",2008,12,128,0,100,NA,NA,NA
"13953","S01000943",2008,7,85,11.8,88.199997,NA,NA,NA
"13954","S01000944",2008,12,152,18.2,81.800003,NA,NA,NA
"13955","S01000945",2008,62,853,14.3,85.699997,NA,NA,NA
"13956","S01000946",2008,14,189,14.3,85.699997,NA,NA,NA
"13957","S01000947",2008,5,72,0,100,NA,NA,NA
"13958","S01000948",2008,NA,NA,0,100,NA,NA,NA
"13959","S01000949",2008,NA,NA,0,100,NA,NA,NA
"13960","S01000950",2008,7,80,5.9,94.099998,NA,NA,NA
"13961","S01000951",2008,106,1391,20,80,NA,NA,NA
"13962","S01000952",2008,13,149,0,100,NA,NA,NA
"13963","S01000953",2008,9,103,7.7,92.300003,NA,NA,NA
"13964","S01000954",2008,18,197,0,100,NA,NA,NA
"13965","S01000955",2008,13,223,0,100,NA,NA,NA
"13966","S01000956",2008,40,470,41.7,58.299999,NA,NA,NA
"13967","S01000957",2008,NA,NA,20,80,NA,NA,NA
"13968","S01000958",2008,23,285,20,80,NA,NA,NA
"13969","S01000959",2008,10,152,22.2,77.800003,NA,NA,NA
"13970","S01000960",2008,33,566,0,100,NA,NA,NA
"13971","S01000961",2008,41,524,45.5,54.5,NA,NA,NA
"13972","S01000962",2008,111,1732,27.3,72.699997,NA,NA,NA
"13973","S01000963",2008,45,526,30,70,NA,NA,NA
"13974","S01000964",2008,NA,NA,18.2,81.800003,NA,NA,NA
"13975","S01000965",2008,54,841,41.7,58.299999,NA,NA,NA
"13976","S01000966",2008,39,377,0,100,NA,NA,NA
"13977","S01000967",2008,50,947,37.5,62.5,NA,NA,NA
"13978","S01000968",2008,16,151,7.1,92.900002,NA,NA,NA
"13979","S01000969",2008,66,824,33.3,66.699997,NA,NA,NA
"13980","S01000970",2008,74,979,28.6,71.400002,NA,NA,NA
"13981","S01000971",2008,86,1147,20,80,NA,NA,NA
"13982","S01000972",2008,20,215,7.1,92.900002,NA,NA,NA
"13983","S01000973",2008,12,205,12.5,87.5,NA,NA,NA
"13984","S01000974",2008,11,101,7.1,92.900002,NA,NA,NA
"13985","S01000975",2008,8,128,20,80,NA,NA,NA
"13986","S01000976",2008,6,124,20,80,NA,NA,NA
"13987","S01000977",2008,22,263,9.1,90.900002,NA,NA,NA
"13988","S01000978",2008,17,210,44.4,55.599998,NA,NA,NA
"13989","S01000979",2008,18,251,27.3,72.699997,NA,NA,NA
"13990","S01000980",2008,40,545,0,100,NA,NA,NA
"13991","S01000981",2008,19,296,0,100,NA,NA,NA
"13992","S01000982",2008,5,79,16.7,83.300003,NA,NA,NA
"13993","S01000983",2008,NA,NA,0,100,NA,NA,NA
"13994","S01000984",2008,NA,NA,14.3,85.699997,NA,NA,NA
"13995","S01000985",2008,26,390,45.5,54.5,NA,NA,NA
"13996","S01000986",2008,19,297,40,60,NA,NA,NA
"13997","S01000987",2008,NA,NA,0,100,NA,NA,NA
"13998","S01000988",2008,NA,NA,0,100,NA,NA,NA
"13999","S01000989",2008,15,177,0,100,NA,NA,NA
"14000","S01000990",2008,23,275,28.6,71.400002,NA,NA,NA
"14001","S01000991",2008,NA,NA,16.7,83.300003,NA,NA,NA
"14002","S01000992",2008,26,262,25,75,NA,NA,NA
"14003","S01000993",2008,14,158,0,100,NA,NA,NA
"14004","S01000994",2008,64,589,14.3,85.699997,NA,NA,NA
"14005","S01000995",2008,NA,NA,6.7,93.300003,NA,NA,NA
"14006","S01000996",2008,52,477,16.7,83.300003,NA,NA,NA
"14007","S01000997",2008,7,74,4.5,95.5,NA,NA,NA
"14008","S01000998",2008,22,336,12.5,87.5,NA,NA,NA
"14009","S01000999",2008,12,185,14.3,85.699997,NA,NA,NA
"14010","S01001000",2008,7,115,33.3,66.699997,NA,NA,NA
"14011","S01001001",2008,NA,NA,0,100,NA,NA,NA
"14012","S01001002",2008,6,98,23.1,76.900002,NA,NA,NA
"14013","S01001003",2008,NA,NA,8.3,91.699997,NA,NA,NA
"14014","S01001004",2008,13,188,0,100,NA,NA,NA
"14015","S01001005",2008,6,66,11.8,88.199997,NA,NA,NA
"14016","S01001006",2008,18,255,0,100,NA,NA,NA
"14017","S01001007",2008,51,579,20,80,NA,NA,NA
"14018","S01001008",2008,32,477,11.1,88.900002,NA,NA,NA
"14019","S01001009",2008,15,252,14.3,85.699997,NA,NA,NA
"14020","S01001010",2008,38,453,14.3,85.699997,NA,NA,NA
"14021","S01001011",2008,5,81,0,100,NA,NA,NA
"14022","S01001012",2008,10,125,7.1,92.900002,NA,NA,NA
"14023","S01001013",2008,55,635,10,90,NA,NA,NA
"14024","S01001014",2008,499,6063,14.3,85.699997,NA,NA,NA
"14025","S01001015",2008,32,533,33.3,66.699997,NA,NA,NA
"14026","S01001016",2008,18,204,9.5,90.5,NA,NA,NA
"14027","S01001017",2008,64,815,18.2,81.800003,NA,NA,NA
"14028","S01001018",2008,30,395,0,100,NA,NA,NA
"14029","S01001019",2008,88,892,38.5,61.5,NA,NA,NA
"14030","S01001020",2008,43,947,0,100,NA,NA,NA
"14031","S01001021",2008,55,611,12.5,87.5,NA,NA,NA
"14032","S01001022",2008,173,2357,16.7,83.300003,NA,NA,NA
"14033","S01001023",2008,21,208,4.8,95.199997,NA,NA,NA
"14034","S01001024",2008,48,302,13,87,NA,NA,NA
"14035","S01001025",2008,28,286,0,100,NA,NA,NA
"14036","S01001026",2008,7,82,7.7,92.300003,NA,NA,NA
"14037","S01001027",2008,82,860,0,100,NA,NA,NA
"14038","S01001028",2008,63,812,33.3,66.699997,NA,NA,NA
"14039","S01001029",2008,60,896,9.5,90.5,NA,NA,NA
"14040","S01001030",2008,7,93,16.7,83.300003,NA,NA,NA
"14041","S01001031",2008,20,218,7.7,92.300003,NA,NA,NA
"14042","S01001032",2008,65,992,40,60,NA,NA,NA
"14043","S01001033",2008,104,1461,26.3,73.699997,NA,NA,NA
"14044","S01001034",2008,132,1427,16.7,83.300003,NA,NA,NA
"14045","S01001035",2008,42,784,25,75,NA,NA,NA
"14046","S01001036",2008,38,752,33.3,66.699997,NA,NA,NA
"14047","S01001037",2008,98,1205,25,75,NA,NA,NA
"14048","S01001038",2008,21,208,28.6,71.400002,NA,NA,NA
"14049","S01001039",2008,8,150,42.9,57.099998,NA,NA,NA
"14050","S01001040",2008,NA,NA,16.7,83.300003,NA,NA,NA
"14051","S01001041",2008,16,290,0,100,NA,NA,NA
"14052","S01001042",2008,6,68,7.7,92.300003,NA,NA,NA
"14053","S01001043",2008,19,296,10,90,NA,NA,NA
"14054","S01001044",2008,NA,NA,14.3,85.699997,NA,NA,NA
"14055","S01001045",2008,11,168,9.1,90.900002,NA,NA,NA
"14056","S01001046",2008,28,418,0,100,NA,NA,NA
"14057","S01001047",2008,18,216,0,100,NA,NA,NA
"14058","S01001048",2008,37,634,0,100,NA,NA,NA
"14059","S01001049",2008,26,395,12.5,87.5,NA,NA,NA
"14060","S01001050",2008,7,75,10,90,NA,NA,NA
"14061","S01001051",2008,18,290,0,100,NA,NA,NA
"14062","S01001052",2008,19,345,25,75,NA,NA,NA
"14063","S01001053",2008,23,284,25,75,NA,NA,NA
"14064","S01001054",2008,33,417,11.1,88.900002,NA,NA,NA
"14065","S01001055",2008,28,374,0,100,NA,NA,NA
"14066","S01001056",2008,19,275,33.3,66.699997,NA,NA,NA
"14067","S01001057",2008,11,162,8.3,91.699997,NA,NA,NA
"14068","S01001058",2008,30,409,11.1,88.900002,NA,NA,NA
"14069","S01001059",2008,30,505,33.3,66.699997,NA,NA,NA
"14070","S01001060",2008,19,256,30.8,69.199997,NA,NA,NA
"14071","S01001061",2008,NA,NA,50,50,NA,NA,NA
"14072","S01001062",2008,NA,NA,0,100,NA,NA,NA
"14073","S01001063",2008,NA,NA,0,100,NA,NA,NA
"14074","S01001064",2008,25,356,9.1,90.900002,NA,NA,NA
"14075","S01001065",2008,12,168,0,100,NA,NA,NA
"14076","S01001066",2008,5,69,15.4,84.599998,NA,NA,NA
"14077","S01001067",2008,12,156,20,80,NA,NA,NA
"14078","S01001068",2008,19,213,25,75,NA,NA,NA
"14079","S01001069",2008,20,248,11.1,88.900002,NA,NA,NA
"14080","S01001070",2008,13,138,28.6,71.400002,NA,NA,NA
"14081","S01001071",2008,16,243,14.3,85.699997,NA,NA,NA
"14082","S01001072",2008,46,620,16.7,83.300003,NA,NA,NA
"14083","S01001073",2008,52,474,5.6,94.400002,NA,NA,NA
"14084","S01001074",2008,NA,NA,16.7,83.300003,NA,NA,NA
"14085","S01001075",2008,NA,NA,9.1,90.900002,NA,NA,NA
"14086","S01001076",2008,8,101,14.3,85.699997,NA,NA,NA
"14087","S01001077",2008,45,545,11.1,88.900002,NA,NA,NA
"14088","S01001078",2008,37,379,9.1,90.900002,NA,NA,NA
"14089","S01001079",2008,NA,NA,16.7,83.300003,NA,NA,NA
"14090","S01001080",2008,18,269,16.7,83.300003,NA,NA,NA
"14091","S01001081",2008,5,74,50,50,NA,NA,NA
"14092","S01001082",2008,36,383,16.7,83.300003,NA,NA,NA
"14093","S01001083",2008,37,483,50,50,NA,NA,NA
"14094","S01001084",2008,17,174,27.3,72.699997,NA,NA,NA
"14095","S01001085",2008,14,159,35.7,64.300003,NA,NA,NA
"14096","S01001086",2008,67,919,20,80,NA,NA,NA
"14097","S01001087",2008,12,237,0,100,NA,NA,NA
"14098","S01001088",2008,65,671,27.8,72.199997,NA,NA,NA
"14099","S01001089",2008,53,550,31.2,68.800003,NA,NA,NA
"14100","S01001090",2008,16,180,0,100,NA,NA,NA
"14101","S01001091",2008,18,255,0,0,NA,NA,NA
"14102","S01001092",2008,29,287,0,100,NA,NA,NA
"14103","S01001093",2008,30,280,25,75,NA,NA,NA
"14104","S01001094",2008,23,219,25,75,NA,NA,NA
"14105","S01001095",2008,81,572,50,50,NA,NA,NA
"14106","S01001096",2008,33,319,0,0,NA,NA,NA
"14107","S01001097",2008,6,99,11.1,88.900002,NA,NA,NA
"14108","S01001098",2008,9,106,28.6,71.400002,NA,NA,NA
"14109","S01001099",2008,98,707,12.5,87.5,NA,NA,NA
"14110","S01001100",2008,24,272,0,100,NA,NA,NA
"14111","S01001101",2008,978,5934,0,100,NA,NA,NA
"14112","S01001102",2008,70,750,50,50,NA,NA,NA
"14113","S01001103",2008,10,123,0,100,NA,NA,NA
"14114","S01001104",2008,61,843,14.3,85.699997,NA,NA,NA
"14115","S01001105",2008,21,232,9.1,90.900002,NA,NA,NA
"14116","S01001106",2008,58,536,0,100,NA,NA,NA
"14117","S01001107",2008,36,404,16.7,83.300003,NA,NA,NA
"14118","S01001108",2008,139,1509,50,50,NA,NA,NA
"14119","S01001109",2008,99,800,33.3,66.699997,NA,NA,NA
"14120","S01001110",2008,56,635,25,75,NA,NA,NA
"14121","S01001111",2008,58,617,28.6,71.400002,NA,NA,NA
"14122","S01001112",2008,24,305,0,100,NA,NA,NA
"14123","S01001113",2008,270,2314,10,90,NA,NA,NA
"14124","S01001114",2008,118,1257,25,75,NA,NA,NA
"14125","S01001115",2008,29,317,25,75,NA,NA,NA
"14126","S01001116",2008,8,157,20,80,NA,NA,NA
"14127","S01001117",2008,49,845,33.3,66.699997,NA,NA,NA
"14128","S01001118",2008,14,232,33.3,66.699997,NA,NA,NA
"14129","S01001119",2008,45,458,20,80,NA,NA,NA
"14130","S01001120",2008,15,256,0,100,NA,NA,NA
"14131","S01001121",2008,36,540,20,80,NA,NA,NA
"14132","S01001122",2008,75,1067,0,100,NA,NA,NA
"14133","S01001123",2008,60,653,8.3,91.699997,NA,NA,NA
"14134","S01001124",2008,16,269,0,100,NA,NA,NA
"14135","S01001125",2008,23,459,33.3,66.699997,NA,NA,NA
"14136","S01001126",2008,17,167,22.2,77.800003,NA,NA,NA
"14137","S01001127",2008,28,327,0,100,NA,NA,NA
"14138","S01001128",2008,NA,NA,0,100,NA,NA,NA
"14139","S01001129",2008,50,549,36.4,63.599998,NA,NA,NA
"14140","S01001130",2008,32,415,12.5,87.5,NA,NA,NA
"14141","S01001131",2008,33,559,11.1,88.900002,NA,NA,NA
"14142","S01001132",2008,23,341,0,100,NA,NA,NA
"14143","S01001133",2008,24,236,28.6,71.400002,NA,NA,NA
"14144","S01001134",2008,30,309,0,100,NA,NA,NA
"14145","S01001135",2008,31,787,22.2,77.800003,NA,NA,NA
"14146","S01001136",2008,97,962,28.6,71.400002,NA,NA,NA
"14147","S01001137",2008,71,662,50,50,NA,NA,NA
"14148","S01001138",2008,85,812,6.2,93.800003,NA,NA,NA
"14149","S01001139",2008,6,88,0,100,NA,NA,NA
"14150","S01001140",2008,15,169,0,100,NA,NA,NA
"14151","S01001141",2008,31,393,33.3,66.699997,NA,NA,NA
"14152","S01001142",2008,17,188,0,100,NA,NA,NA
"14153","S01001143",2008,13,167,0,100,NA,NA,NA
"14154","S01001144",2008,34,596,23.5,76.5,NA,NA,NA
"14155","S01001145",2008,21,344,66.7,33.299999,NA,NA,NA
"14156","S01001146",2008,41,470,0,100,NA,NA,NA
"14157","S01001147",2008,84,996,25,75,NA,NA,NA
"14158","S01001148",2008,17,237,0,100,NA,NA,NA
"14159","S01001149",2008,32,443,0,100,NA,NA,NA
"14160","S01001150",2008,45,686,28.6,71.400002,NA,NA,NA
"14161","S01001151",2008,41,564,12.5,87.5,NA,NA,NA
"14162","S01001152",2008,45,522,12.5,87.5,NA,NA,NA
"14163","S01001153",2008,25,347,20,80,NA,NA,NA
"14164","S01001154",2008,12,176,16.7,83.300003,NA,NA,NA
"14165","S01001155",2008,NA,NA,0,100,NA,NA,NA
"14166","S01001156",2008,86,1113,75,25,NA,NA,NA
"14167","S01001157",2008,12,163,0,100,NA,NA,NA
"14168","S01001158",2008,12,213,16.7,83.300003,NA,NA,NA
"14169","S01001159",2008,6,81,0,100,NA,NA,NA
"14170","S01001160",2008,15,281,66.7,33.299999,NA,NA,NA
"14171","S01001161",2008,26,445,11.1,88.900002,NA,NA,NA
"14172","S01001162",2008,33,400,0,100,NA,NA,NA
"14173","S01001163",2008,51,731,12.5,87.5,NA,NA,NA
"14174","S01001164",2008,43,785,0,100,NA,NA,NA
"14175","S01001165",2008,74,960,40,60,NA,NA,NA
"14176","S01001166",2008,20,382,25,75,NA,NA,NA
"14177","S01001167",2008,18,200,10,90,NA,NA,NA
"14178","S01001168",2008,54,804,25,75,NA,NA,NA
"14179","S01001169",2008,90,1006,58.3,41.700001,NA,NA,NA
"14180","S01001170",2008,52,668,50,50,NA,NA,NA
"14181","S01001171",2008,71,1235,15.4,84.599998,NA,NA,NA
"14182","S01001172",2008,83,1317,66.7,33.299999,NA,NA,NA
"14183","S01001173",2008,35,457,26.7,73.300003,NA,NA,NA
"14184","S01001174",2008,87,1345,40,60,NA,NA,NA
"14185","S01001175",2008,73,972,57.1,42.900002,NA,NA,NA
"14186","S01001176",2008,82,1220,27.3,72.699997,NA,NA,NA
"14187","S01001177",2008,36,444,33.3,66.699997,NA,NA,NA
"14188","S01001178",2008,43,538,0,100,NA,NA,NA
"14189","S01001179",2008,20,221,6.7,93.300003,NA,NA,NA
"14190","S01001180",2008,48,562,100,0,NA,NA,NA
"14191","S01001181",2008,NA,NA,7.7,92.300003,NA,NA,NA
"14192","S01001182",2008,76,856,25,75,NA,NA,NA
"14193","S01001183",2008,35,408,60,40,NA,NA,NA
"14194","S01001184",2008,29,358,22.2,77.800003,NA,NA,NA
"14195","S01001185",2008,5,97,25,75,NA,NA,NA
"14196","S01001186",2008,14,186,9.1,90.900002,NA,NA,NA
"14197","S01001187",2008,54,605,16.7,83.300003,NA,NA,NA
"14198","S01001188",2008,27,347,33.3,66.699997,NA,NA,NA
"14199","S01001189",2008,16,174,33.3,66.699997,NA,NA,NA
"14200","S01001190",2008,NA,NA,0,100,NA,NA,NA
"14201","S01001191",2008,58,932,27.3,72.699997,NA,NA,NA
"14202","S01001192",2008,75,813,28.6,71.400002,NA,NA,NA
"14203","S01001193",2008,26,316,9.1,90.900002,NA,NA,NA
"14204","S01001194",2008,NA,NA,0,100,NA,NA,NA
"14205","S01001195",2008,20,222,16.7,83.300003,NA,NA,NA
"14206","S01001196",2008,29,311,0,100,NA,NA,NA
"14207","S01001197",2008,22,414,27.3,72.699997,NA,NA,NA
"14208","S01001198",2008,54,767,22.2,77.800003,NA,NA,NA
"14209","S01001199",2008,61,714,20,80,NA,NA,NA
"14210","S01001200",2008,157,1550,38.1,61.900002,NA,NA,NA
"14211","S01001201",2008,27,405,10,90,NA,NA,NA
"14212","S01001202",2008,47,823,50,50,NA,NA,NA
"14213","S01001203",2008,46,643,0,100,NA,NA,NA
"14214","S01001204",2008,7,95,0,100,NA,NA,NA
"14215","S01001205",2008,28,419,9.1,90.900002,NA,NA,NA
"14216","S01001206",2008,18,243,30,70,NA,NA,NA
"14217","S01001207",2008,31,360,18.8,81.199997,NA,NA,NA
"14218","S01001208",2008,47,900,30.8,69.199997,NA,NA,NA
"14219","S01001209",2008,11,187,36.4,63.599998,NA,NA,NA
"14220","S01001210",2008,41,512,26.7,73.300003,NA,NA,NA
"14221","S01001211",2008,14,150,11.1,88.900002,NA,NA,NA
"14222","S01001212",2008,45,727,45.5,54.5,NA,NA,NA
"14223","S01001213",2008,99,1031,33.3,66.699997,NA,NA,NA
"14224","S01001214",2008,9,139,0,100,NA,NA,NA
"14225","S01001215",2008,30,413,9.1,90.900002,NA,NA,NA
"14226","S01001216",2008,56,631,21.4,78.599998,NA,NA,NA
"14227","S01001217",2008,84,901,13.3,86.699997,NA,NA,NA
"14228","S01001218",2008,NA,NA,11.1,88.900002,NA,NA,NA
"14229","S01001219",2008,6,74,30,70,NA,NA,NA
"14230","S01001220",2008,36,726,0,100,NA,NA,NA
"14231","S01001221",2008,34,373,0,100,NA,NA,NA
"14232","S01001222",2008,106,1037,14.3,85.699997,NA,NA,NA
"14233","S01001223",2008,27,372,37.5,62.5,NA,NA,NA
"14234","S01001224",2008,93,1025,45,55,NA,NA,NA
"14235","S01001225",2008,14,159,0,100,NA,NA,NA
"14236","S01001226",2008,77,1614,37.5,62.5,NA,NA,NA
"14237","S01001227",2008,48,653,15.4,84.599998,NA,NA,NA
"14238","S01001228",2008,33,438,0,100,NA,NA,NA
"14239","S01001229",2008,25,344,0,100,NA,NA,NA
"14240","S01001230",2008,122,1406,36.4,63.599998,NA,NA,NA
"14241","S01001231",2008,14,213,25,75,NA,NA,NA
"14242","S01001232",2008,6,41,5.6,94.400002,NA,NA,NA
"14243","S01001233",2008,57,611,37.5,62.5,NA,NA,NA
"14244","S01001234",2008,11,196,42.9,57.099998,NA,NA,NA
"14245","S01001235",2008,38,443,15,85,NA,NA,NA
"14246","S01001236",2008,49,591,46.7,53.299999,NA,NA,NA
"14247","S01001237",2008,24,449,33.3,66.699997,NA,NA,NA
"14248","S01001238",2008,62,979,20,80,NA,NA,NA
"14249","S01001239",2008,108,1815,27.3,72.699997,NA,NA,NA
"14250","S01001240",2008,18,239,0,100,NA,NA,NA
"14251","S01001241",2008,48,644,40,60,NA,NA,NA
"14252","S01001242",2008,21,237,23.1,76.900002,NA,NA,NA
"14253","S01001243",2008,59,619,33.3,66.699997,NA,NA,NA
"14254","S01001244",2008,30,372,28.6,71.400002,NA,NA,NA
"14255","S01001245",2008,85,1168,39.1,60.900002,NA,NA,NA
"14256","S01001246",2008,39,431,38.5,61.5,NA,NA,NA
"14257","S01001247",2008,30,534,50,50,NA,NA,NA
"14258","S01001248",2008,NA,NA,30,70,NA,NA,NA
"14259","S01001249",2008,23,352,36.4,63.599998,NA,NA,NA
"14260","S01001250",2008,35,378,33.3,66.699997,NA,NA,NA
"14261","S01001251",2008,50,933,18.2,81.800003,NA,NA,NA
"14262","S01001252",2008,17,280,9.1,90.900002,NA,NA,NA
"14263","S01001253",2008,82,1304,20,80,NA,NA,NA
"14264","S01001254",2008,35,587,50,50,NA,NA,NA
"14265","S01001255",2008,40,498,33.3,66.699997,NA,NA,NA
"14266","S01001256",2008,47,674,37.5,62.5,NA,NA,NA
"14267","S01001257",2008,41,528,42.1,57.900002,NA,NA,NA
"14268","S01001258",2008,48,939,23.5,76.5,NA,NA,NA
"14269","S01001259",2008,29,341,45.5,54.5,NA,NA,NA
"14270","S01001260",2008,59,675,53.8,46.200001,NA,NA,NA
"14271","S01001261",2008,46,526,23.1,76.900002,NA,NA,NA
"14272","S01001262",2008,14,149,12.5,87.5,NA,NA,NA
"14273","S01001263",2008,NA,NA,0,100,NA,NA,NA
"14274","S01001264",2008,63,432,5.9,94.099998,NA,NA,NA
"14275","S01001265",2008,NA,NA,14.3,85.699997,NA,NA,NA
"14276","S01001266",2008,NA,NA,8.3,91.699997,NA,NA,NA
"14277","S01001267",2008,22,239,20,80,NA,NA,NA
"14278","S01001268",2008,16,247,12.5,87.5,NA,NA,NA
"14279","S01001269",2008,20,332,0,100,NA,NA,NA
"14280","S01001270",2008,46,626,23.1,76.900002,NA,NA,NA
"14281","S01001271",2008,46,596,30.8,69.199997,NA,NA,NA
"14282","S01001272",2008,19,294,8.3,91.699997,NA,NA,NA
"14283","S01001273",2008,13,187,11.1,88.900002,NA,NA,NA
"14284","S01001274",2008,20,289,42.9,57.099998,NA,NA,NA
"14285","S01001275",2008,34,436,25,75,NA,NA,NA
"14286","S01001276",2008,8,128,0,100,NA,NA,NA
"14287","S01001277",2008,38,509,37.5,62.5,NA,NA,NA
"14288","S01001278",2008,7,146,22.2,77.800003,NA,NA,NA
"14289","S01001279",2008,32,397,40,60,NA,NA,NA
"14290","S01001280",2008,18,331,11.1,88.900002,NA,NA,NA
"14291","S01001281",2008,17,219,20,80,NA,NA,NA
"14292","S01001282",2008,24,320,20,80,NA,NA,NA
"14293","S01001283",2008,31,601,0,100,NA,NA,NA
"14294","S01001284",2008,16,159,0,100,NA,NA,NA
"14295","S01001285",2008,13,193,25,75,NA,NA,NA
"14296","S01001286",2008,5,81,33.3,66.699997,NA,NA,NA
"14297","S01001287",2008,17,206,30.8,69.199997,NA,NA,NA
"14298","S01001288",2008,28,310,33.3,66.699997,NA,NA,NA
"14299","S01001289",2008,64,926,25,75,NA,NA,NA
"14300","S01001290",2008,15,242,22.2,77.800003,NA,NA,NA
"14301","S01001291",2008,9,165,13.3,86.699997,NA,NA,NA
"14302","S01001292",2008,63,749,18.2,81.800003,NA,NA,NA
"14303","S01001293",2008,41,552,30,70,NA,NA,NA
"14304","S01001294",2008,74,1120,37.5,62.5,NA,NA,NA
"14305","S01001295",2008,47,556,18.2,81.800003,NA,NA,NA
"14306","S01001296",2008,39,595,33.3,66.699997,NA,NA,NA
"14307","S01001297",2008,34,470,7.1,92.900002,NA,NA,NA
"14308","S01001298",2008,139,1630,18.8,81.199997,NA,NA,NA
"14309","S01001299",2008,47,526,11.1,88.900002,NA,NA,NA
"14310","S01001300",2008,31,283,25,75,NA,NA,NA
"14311","S01001301",2008,50,862,28.6,71.400002,NA,NA,NA
"14312","S01001302",2008,10,131,7.7,92.300003,NA,NA,NA
"14313","S01001303",2008,11,162,0,100,NA,NA,NA
"14314","S01001304",2008,NA,NA,6.2,93.800003,NA,NA,NA
"14315","S01001305",2008,15,218,12.5,87.5,NA,NA,NA
"14316","S01001306",2008,40,616,28.6,71.400002,NA,NA,NA
"14317","S01001307",2008,88,702,23.1,76.900002,NA,NA,NA
"14318","S01001308",2008,46,488,20,80,NA,NA,NA
"14319","S01001309",2008,69,1001,46.2,53.799999,NA,NA,NA
"14320","S01001310",2008,61,838,37.5,62.5,NA,NA,NA
"14321","S01001311",2008,NA,NA,0,100,NA,NA,NA
"14322","S01001312",2008,72,1029,36.4,63.599998,NA,NA,NA
"14323","S01001313",2008,39,492,0,100,NA,NA,NA
"14324","S01001314",2008,15,193,22.2,77.800003,NA,NA,NA
"14325","S01001315",2008,18,183,0,100,NA,NA,NA
"14326","S01001316",2008,65,701,37.5,62.5,NA,NA,NA
"14327","S01001317",2008,8,94,7.7,92.300003,NA,NA,NA
"14328","S01001318",2008,30,599,11.1,88.900002,NA,NA,NA
"14329","S01001319",2008,32,510,0,100,NA,NA,NA
"14330","S01001320",2008,21,249,0,100,NA,NA,NA
"14331","S01001321",2008,11,195,0,100,NA,NA,NA
"14332","S01001322",2008,30,350,0,100,NA,NA,NA
"14333","S01001323",2008,18,284,37.5,62.5,NA,NA,NA
"14334","S01001324",2008,66,666,40,60,NA,NA,NA
"14335","S01001325",2008,53,758,33.3,66.699997,NA,NA,NA
"14336","S01001326",2008,22,248,11.1,88.900002,NA,NA,NA
"14337","S01001327",2008,23,320,50,50,NA,NA,NA
"14338","S01001328",2008,57,740,16.7,83.300003,NA,NA,NA
"14339","S01001329",2008,27,470,25,75,NA,NA,NA
"14340","S01001330",2008,17,187,9.1,90.900002,NA,NA,NA
"14341","S01001331",2008,43,539,7.7,92.300003,NA,NA,NA
"14342","S01001332",2008,21,238,14.3,85.699997,NA,NA,NA
"14343","S01001333",2008,51,687,14.3,85.699997,NA,NA,NA
"14344","S01001334",2008,31,354,16.7,83.300003,NA,NA,NA
"14345","S01001335",2008,32,364,50,50,NA,NA,NA
"14346","S01001336",2008,17,202,20,80,NA,NA,NA
"14347","S01001337",2008,14,171,8.3,91.699997,NA,NA,NA
"14348","S01001338",2008,47,606,18.8,81.199997,NA,NA,NA
"14349","S01001339",2008,49,667,23.5,76.5,NA,NA,NA
"14350","S01001340",2008,16,220,11.8,88.199997,NA,NA,NA
"14351","S01001341",2008,31,335,33.3,66.699997,NA,NA,NA
"14352","S01001342",2008,77,890,0,100,NA,NA,NA
"14353","S01001343",2008,36,373,13,87,NA,NA,NA
"14354","S01001344",2008,11,133,0,100,NA,NA,NA
"14355","S01001345",2008,84,1256,10,90,NA,NA,NA
